,id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
15925,15926,Synset('supplant.v.01'),2,Smith replaced Miller as CEO after Miller left,Synset('preempt.v.02'),3,live broadcast of the presidential debate preempts the regular news hour,1
15926,15927,Synset('undertake.v.03'),5,guarantee to free the prisoners,Synset('underwrite.v.01'),6,The opera tour was subvented by a bank,1
15927,15928,Synset('leave.v.06'),5,This leaves no room for improvement,Synset('yield.v.01'),4,He gave me a lot of trouble,0
15928,15929,Synset('indenture.v.01'),5,an indentured servant,Synset('oblige.v.02'),4,He's held by a contract,0
15929,15930,Synset('guard.v.01'),4,there would be men guarding the horses,Synset('stand_guard.v.01'),5,We must stand sentinel to protect ourselves,1
15930,15931,Synset('impede.v.01'),2,She is impeding the progress of our project,Synset('suffocate.v.02'),4,The foul air was slowly suffocating the children,1
15931,15932,Synset('provide.v.03'),7,The will provides that each child should receive half of the money,Synset('stipulate.v.01'),6,The will stipulates that she can live in the house for the rest of her life,0
15932,15933,Synset('re-assume.v.01'),3,He re-assumed his old behavior,Synset('assume.v.03'),2,His voice took on a sad tone,0
15933,15934,Synset('introduce.v.05'),3,introduce a rule,Synset('establish.v.05'),2,The trompe l'oeil-illusion establishes depth,0
15934,15935,Synset('claim.v.02'),6,He claimed his suitcases at the airline counter,Synset('pretend.v.03'),7,pretend the title of King,1
15935,15936,Synset('bet.v.01'),6,I bet she will be there!,Synset('predict.v.01'),5,Call the outcome of an election,0
15936,15937,Synset('sense.v.02'),4,This robot can sense the presence of people in the room,Synset('spy.v.03'),2,he caught sight of the king's men coming over the ridge,0
15937,15938,Synset('brood.v.02'),3,The terrible vision brooded over her all day long,Synset('overshadow.v.01'),4,the tragedy overshadowed the couple's happiness,1
15938,15939,Synset('meet.v.11'),3,My proposal met with much opposition,Synset('have.v.11'),2,The stocks had a fast run-up,0
15939,15940,Synset('plume.v.03'),4,a plumed helmet,Synset('deck.v.02'),3,deck the halls with holly,0
15940,15941,Synset('climb.v.05'),7,This young man knows how to climb the social ladder,Synset('progress.v.01'),6,He progressed well in school,0
15941,15942,Synset('appear.v.05'),1,Then the computer came along and changed our lives,Synset('collocate.v.01'),3,The words 'new' and 'world' collocate,1
15942,15943,Synset('scaffold.v.01'),2,scaffold the building before painting it,Synset('hold.v.10'),1,The beam holds up the roof,0
15943,15944,Synset('hem_in.v.01'),3,The building was hemmed in by flowers,Synset('hedge.v.02'),4,The animals were hedged in,1
15944,15945,Synset('defame.v.01'),2,The journalists have defamed me!,Synset('libel.v.01'),3,The newspaper was accused of libeling him,1
15945,15946,Synset('eject.v.01'),3,The unruly student was excluded from the game,Synset('exorcise.v.01'),4,exorcise evil spirits,1
15946,15947,Synset('dismay.v.02'),5,I was horrified at the thought of being late for my interview,Synset('shock.v.03'),6,The news of the bombing shocked her,1
15947,15948,Synset('corrupt.v.01'),2,debauch the young people with wine and women,Synset('suborn.v.01'),3,He suborned his butler to cover up the murder of his wife,1
15948,15949,Synset('roughcast.v.02'),4,roughcast a wall,Synset('plaster.v.05'),3,daub the wall,0
15949,15950,Synset('occupy.v.03'),2,The liquid fills the container,Synset('take_up.v.04'),3,take up the slack,1
15950,15951,Synset('preserve.v.04'),4,preserved meats,Synset('dehydrate.v.01'),5,carry dehydrated food on your camping trip,1
15951,15952,Synset('advance.v.05'),2,Can you move the car seat forward?,Synset('nose.v.02'),3,She nosed the car into the left lane,1
15952,15953,Synset('mock.v.01'),4,The new constitution mocks all democratic principles,Synset('tease.v.08'),6,the flirting man teased the young woman,1
15953,15954,Synset('declassify.v.01'),5,reclassify the documents,Synset('free.v.05'),4,release the list with the names of the prisoners,0
15954,15955,Synset('become.v.01'),3,He became annoyed when he heard the bad news,Synset('sober_up.v.02'),4,"After thinking about the potential consequences of his plan, he sobered up",1
15955,15956,Synset('suffer.v.01'),4,He suffered the penalty,Synset('die.v.02'),5,Martyrs may die every day for their faith,1
15956,15957,Synset('slather.v.01'),3,I can't eat bagels without slathering them with cream cheese,Synset('spread.v.09'),2,spread the bread with cheese,0
15957,15958,Synset('talk_down.v.03'),7,the control tower talked down the plane whose pilot fell ill,Synset('instruct.v.03'),5,Have the students been apprised of the tuition hike?,0
15958,15959,Synset('matter_to.v.01'),2,This matters to me!,Synset('grab.v.06'),4,This story will grab you,1
15959,15960,Synset('surprise.v.01'),2,The news really surprised me,Synset('shock.v.01'),3,I was floored when I heard that I was promoted,1
15960,15961,Synset('contract.v.04'),5,He got AIDS,Synset('sicken.v.02'),4,"She fell sick last Friday, and now she is in the hospital",0
15961,15962,Synset('take.v.06'),3,I read this address as a satire,Synset('misread.v.02'),4,I misread Hamlet all my life!,1
15962,15963,Synset('dilute.v.01'),3,cut bourbon,Synset('water_down.v.01'),4,water down the mixture,1
15963,15964,Synset('strive.v.02'),5,straining our ears to hear,Synset('trouble_oneself.v.01'),6,He did not trouble to call his mother on her birthday,1
15964,15965,Synset('mention.v.03'),4,he was cited for his outstanding achievements,Synset('notice.v.04'),3,He never acknowledges his colleagues when they run into him in the hallway,0
15965,15966,Synset('step_on.v.01'),3,He stepped on the hem of her long gown,Synset('step.v.02'),2,For fools rush in where angels fear to tread,0
15966,15967,Synset('spread.v.02'),2,the infection spread,Synset('catch.v.26'),3,The fashion did not catch,1
15967,15968,Synset('back.v.01'),7,He plumped for the Labor Party,Synset('guarantee.v.04'),8,The dealer warrants all the cars he sells,1
15968,15969,Synset('randomize.v.01'),4,Randomize the order of the numbers,Synset('disarrange.v.02'),3,disarrange the papers,0
15969,15970,Synset('raise.v.21'),12,raise a mutiny,Synset('incite.v.02'),11,incite a riot,0
15970,15971,Synset('show.v.08'),2,His good upbringing really shows,Synset('register.v.07'),3,Her surprise did not register,1
15971,15972,Synset('squash.v.01'),3,crush an aluminum can,Synset('stamp.v.08'),4,stamp fruit extract the juice,1
15972,15973,Synset('attach.v.03'),3,The spider's thread attached to the window sill,Synset('stick.v.10'),5,stick the photo onto the corkboard,1
15973,15974,Synset('stuff.v.06'),3,stuff a pillow with feathers,Synset('cork.v.02'),4,The baseball player stuffed his bat with cork to make it lighter,1
15974,15975,Synset('concentrate.v.05'),5,These groups concentrate in the inner cities,Synset('converge.v.03'),4,The crowd converged on the movie star,0
15975,15976,Synset('have.v.11'),2,The stocks had a fast run-up,Synset('meet.v.11'),3,My proposal met with much opposition,1
15976,15977,Synset('cure.v.03'),3,cure resin,Synset('harden.v.01'),2,The wax hardened,0
15977,15978,Synset('refurbish.v.01'),4,we refurbished the guest wing,Synset('re-create.v.01'),2,Re-create the boom of the West on a small scale,0
15978,15979,Synset('agree.v.06'),3,White wine doesn't agree with me,Synset('suit.v.02'),2,This time suits me,0
15979,15980,Synset('undo.v.01'),3,I wish I could undo my actions,Synset('unloose.v.02'),5,unloose your sneakers,1
15980,15981,Synset('mean.v.01'),8,You never understand what I mean!,Synset('embody.v.02'),10,Derek Jacobi was Hamlet,1
15981,15982,Synset('take_the_veil.v.01'),8,The young woman took the veil after her fiance died,Synset('profess.v.06'),7,she professed herself as a nun,0
15982,15983,Synset('follow.v.03'),4,It follows that your assertion is false,Synset('prove.v.01'),2,She proved to be right,0
15983,15984,Synset('home-school.v.01'),5,The parents are home-schooling their daughter,Synset('school.v.01'),4,The children are schooled at great cost to their parents in private institutions,0
15984,15985,Synset('flim-flam.v.01'),7,We tricked the teacher into thinking that class would be cancelled next week,Synset('snooker.v.01'),8,He was snookered by the con-man's smooth talk,1
15985,15986,Synset('depress.v.02'),3,The glut of oil depressed gas prices,Synset('lower.v.01'),2,take down the vase from the shelf,0
15986,15987,Synset('windsurf.v.01'),4,You cannot windsurf when the air is completely still,Synset('surfboard.v.01'),3,Californians love to surf,0
15987,15988,Synset('copy.v.01'),5,The students were made to copy the alphabet over and over,Synset('recopy.v.01'),6,The child had to recopy the homework,1
15988,15989,Synset('hedge.v.02'),4,The animals were hedged in,Synset('surround.v.01'),2,The forest surrounds my property,0
15989,15990,Synset('shave.v.06'),4,His back shaved the counter in passing,Synset('brush.v.02'),2,He brushed the wall lightly,0
15990,15991,Synset('inhibit.v.02'),7,Contact between the young was inhibited by strict social customs,Synset('restrict.v.03'),6,restrict the use of this parking lot,0
15991,15992,Synset('wish.v.02'),2,Do you care to try this dish?,Synset('please.v.02'),3,he could do many things if he pleased,1
15992,15993,Synset('breathe.v.01'),1,I can breathe better when the air is clean,Synset('snort.v.02'),3,The critic snorted contemptuously,1
15993,15994,Synset('get_off.v.05'),2,She gets away with murder!,Synset('evade.v.04'),3,The con man always evades,1
15994,15995,Synset('calm.v.01'),2,quiet the dragons of worry and fear,Synset('pacify.v.01'),3,She managed to mollify the angry customer,1
15995,15996,Synset('flip.v.06'),5,flip me the beachball,Synset('throw_back.v.01'),6,She tossed back her head,1
15996,15997,Synset('unbind.v.01'),5,unbind the feet of this poor woman,Synset('detach.v.01'),4,detach the skin from the chicken before you eat it,0
15997,15998,Synset('inhabit.v.02'),2,sweet memories inhabit this house,Synset('invade.v.03'),3,the Kudzu plant infests much of the South and is spreading to the North,1
15998,15999,Synset('hedge.v.02'),4,The animals were hedged in,Synset('hem_in.v.01'),3,The building was hemmed in by flowers,0
15999,16000,Synset('refocus.v.03'),4,refocus the image until it is very sharp,Synset('focus.v.05'),3,Please focus the image; we cannot enjoy the movie,0
16000,16001,Synset('hold_on.v.02'),4,Hold on a moment!,Synset('interrupt.v.04'),3,She interrupted her pregnancy,0
16001,16002,Synset('countermine.v.02'),5,We countermined the banks of the river,Synset('mine.v.02'),4,The Vietnamese mined Cambodia,0
16002,16003,Synset('hand.v.02'),2,hand the elderly lady into the taxi,Synset('lead.v.01'),1,We lead him to our chief,0
16003,16004,Synset('crack.v.08'),8,she cracked my password,Synset('break_in.v.01'),7,Someone broke in while I was on vacation,0
16004,16005,Synset('estrange.v.02'),2,She alienated her friends when she became fanatically religious,Synset('drift_apart.v.01'),3,"The two women, who had been roommates in college, drifted apart after they got married",1
16005,16006,Synset('tax.v.01'),4,The State taxes alcohol heavily,Synset('overtax.v.01'),5,Don't overtax my constituents!,1
16006,16007,Synset('do_up.v.01'),3,The gift was done up in pretty red paper,Synset('wrap.v.01'),2,wrap the baby before taking her out,0
16007,16008,Synset('infuse.v.05'),4,Some physiologists infuses sugar solutions into the veins of animals,Synset('inject.v.01'),3,We injected the glucose into the patient's vein,0
16008,16009,Synset('potter.v.02'),3,The old lady is pottering around in the garden,Synset('busy.v.01'),2,She busies herself with her butterfly collection,0
16009,16010,Synset('revolve_around.v.02'),3,The Earth revolves around the Sun,Synset('circle.v.01'),2,circle the globe,0
16010,16011,Synset('blindside.v.01'),3,The economic downturn blindsided many investors,Synset('surprise.v.02'),2,She surprised the couple,0
16011,16012,Synset('cure.v.02'),5,cure meats,Synset('dun.v.03'),6,dun codfish,1
16012,16013,Synset('reduce.v.02'),3,reduce a problem to a single question,Synset('abbreviate.v.02'),4,Abbreviate `New York' and write `NY',1
16013,16014,Synset('whiff.v.02'),3,The gust of air whiffed away the clouds,Synset('blow.v.14'),2,The wind blew the leaves around in the yard,0
16014,16015,Synset('people.v.01'),4,Stalin wanted to people the empty steppes,Synset('populate.v.02'),3,populate the forest with deer and wild boar for hunting,0
16015,16016,Synset('cub.v.01'),4,bears cub every year,Synset('produce.v.01'),2,The tree would not produce fruit,0
16016,16017,Synset('degust.v.01'),3,degust this wonderful soup,Synset('sample.v.01'),2,Try these new crackers,0
16017,16018,Synset('yield.v.01'),4,He gave me a lot of trouble,Synset('open.v.06'),5,This opens up new possibilities,1
16018,16019,Synset('exalt.v.04'),3,exalted the humble shoemaker to the rank of King's adviser,Synset('lift.v.10'),2,The new law lifted many people from poverty,0
16019,16020,Synset('dramatize.v.01'),4,adopt a book for a screenplay,Synset('write.v.01'),3,She composed a poem,0
16020,16021,Synset('masticate.v.01'),5,masticate rubber,Synset('knead.v.01'),4,knead dough,0
16021,16022,Synset('act_as.v.01'),7,This heap of stones will act as a barrier,Synset('equal.v.01'),1,"One dollar equals 1,000 rubles these days!",0
16022,16023,Synset('ruin.v.04'),3,The country lay ruined after the war,Synset('lay_waste_to.v.01'),2,The enemy lay waste to the countryside after the invasion,0
16023,16024,Synset('be_active.v.01'),1,she is always moving,Synset('bestir.v.01'),2,He finally bestirred himself,1
16024,16025,Synset('meet.v.10'),1,Princeton plays Yale this weekend,Synset('front.v.02'),3,breast the storm,1
16025,16026,Synset('read.v.04'),3,This dictionary can be read by the computer,Synset('misread.v.01'),4,He misread the data,1
16026,16027,Synset('overdrive.v.01'),4,The teacher is overworking his students,Synset('overwork.v.02'),3,he is exploiting the students,0
16027,16028,Synset('divest.v.02'),2,he was divested of his rights and his title,Synset('dethrone.v.01'),3,"If the King does not abdicate, he will have to be dethroned",1
16028,16029,Synset('wrestle.v.02'),8,I wrestled with this decision for years,Synset('consider.v.05'),7,They considered the possibility of a strike,0
16029,16030,Synset('restrain.v.01'),4,suppress a smile,Synset('suppurate.v.01'),9,The oil suppurates the pustules,1
16030,16031,Synset('gestate.v.01'),3,He conceived of a robot that would help paralyzed patients,Synset('discover.v.03'),4,Roentgen discovered X-rays,1
16031,16032,Synset('mix.v.04'),5,mix water into the drink,Synset('dash.v.06'),6,blue paint dashed with white,1
